days,x,y,z,popval,m1,m2,m3,m4
2,4,6,2,1,0.838973884,0.838973884,0.838973884,0.838973884
2,4,6,3,1,0.897974838,0.897974838,0.897974838,0.897974838
2,4,7,0,1,0.827692298,0.827692298,0.827692298,0.827692298
2,4,7,1,1,0.856882366,0.856882366,0.856882366,0.856882366
2,4,7,2,1,0.878025207,0.878025207,0.878025207,0.878025207
2,4,7,3,1,0.890488097,0.890488097,0.890488097,0.890488097
2,5,0,0,1,0.864631301,0.864631301,0.864631301,0.864631301
2,5,0,1,1,0.808382138,0.808382138,0.808382138,0.808382138
2,5,0,2,1,0.816899003,0.816899003,0.816899003,0.816899003
2,5,0,3,1,0.850785828,0.850785828,0.850785828,0.850785828
2,5,1,0,1,0.84455862,0.84455862,0.84455862,0.84455862
2,5,1,1,1,0.84505416,0.84505416,0.84505416,0.84505416
2,5,1,2,1,0.80430238,0.80430238,0.80430238,0.80430238
2,5,1,3,1,0.842416676,0.842416676,0.842416676,0.842416676
2,5,2,0,1,0.84897644,0.84897644,0.84897644,0.84897644
2,5,2,1,1,0.874815159,0.874815159,0.874815159,0.874815159
2,5,2,2,1,0.801540344,0.801540344,0.801540344,0.801540344
2,5,2,3,1,0.83187783,0.83187783,0.83187783,0.83187783
2,5,3,0,1,0.81868726,0.81868726,0.81868726,0.81868726
2,5,3,1,1,0.86892145,0.86892145,0.86892145,0.86892145
2,5,3,2,1,0.882119404,0.882119404,0.882119404,0.882119404
2,5,3,3,1,0.829667587,0.829667587,0.829667587,0.829667587
2,5,4,0,1,0.87951999,0.87951999,0.87951999,0.87951999
2,5,4,1,1,0.86540791,0.86540791,0.86540791,0.86540791
2,5,4,2,1,0.835315857,0.835315857,0.835315857,0.835315857
2,5,4,3,1,0.811741765,0.811741765,0.811741765,0.811741765
2,5,5,0,1,0.876551679,0.876551679,0.876551679,0.876551679
2,5,5,1,1,0.826297128,0.826297128,0.826297128,0.826297128
2,5,5,2,1,0.823477991,0.823477991,0.823477991,0.823477991
2,5,5,3,1,0.822174673,0.822174673,0.822174673,0.822174673
2,5,6,0,1,0.838155846,0.838155846,0.838155846,0.838155846
2,5,6,1,1,0.860198194,0.860198194,0.860198194,0.860198194
2,5,6,2,1,0.3,0.5,0.7,0.6
2,5,6,3,1,0.3,0.5,0.7,0.6
2,5,7,0,1,0.843874436,0.843874436,0.843874436,0.843874436
2,5,7,1,1,0.816564873,0.816564873,0.816564873,0.816564873
2,5,7,2,1,0.3,0.5,0.7,0.6
2,5,7,3,1,0.3,0.5,0.7,0.6
2,6,0,0,1,0.849836405,0.849836405,0.849836405,0.849836405
2,6,0,1,1,0.844267827,0.844267827,0.844267827,0.844267827
2,6,0,2,1,0.818895502,0.818895502,0.818895502,0.818895502
2,6,0,3,1,0.857852506,0.857852506,0.857852506,0.857852506
2,6,1,0,1,0.811899768,0.811899768,0.811899768,0.811899768
2,6,1,1,1,0.807817553,0.807817553,0.807817553,0.807817553
2,6,1,2,1,0.874469281,0.874469281,0.874469281,0.874469281
2,6,1,3,1,0.848860897,0.848860897,0.848860897,0.848860897
2,6,2,0,1,0.816261174,0.816261174,0.816261174,0.816261174
2,6,2,1,1,0.899613472,0.899613472,0.899613472,0.899613472
2,6,2,2,1,0.829632081,0.829632081,0.829632081,0.829632081
2,6,2,3,1,0.873033086,0.873033086,0.873033086,0.873033086
2,6,3,0,1,0.8655098,0.8655098,0.8655098,0.8655098
2,6,3,1,1,0.853834244,0.853834244,0.853834244,0.853834244
2,6,3,2,1,0.854700889,0.854700889,0.854700889,0.854700889
2,6,3,3,1,0.892885414,0.892885414,0.892885414,0.892885414
2,6,4,0,1,0.867970268,0.867970268,0.867970268,0.867970268
2,6,4,1,1,0.882581698,0.882581698,0.882581698,0.882581698
2,6,4,2,1,0.845092371,0.845092371,0.845092371,0.845092371
2,6,4,3,1,0.802922028,0.802922028,0.802922028,0.802922028
2,6,5,0,1,0.827602508,0.827602508,0.827602508,0.827602508
2,6,5,1,1,0.815237802,0.815237802,0.815237802,0.815237802
2,6,5,2,1,0.3,0.5,0.7,0.6
2,6,5,3,1,0.3,0.5,0.7,0.6
2,6,6,0,1,0.875468668,0.875468668,0.875468668,0.875468668
2,6,6,1,1,0.3,0.5,0.7,0.6
2,6,6,2,0,0,0,0,0
2,6,6,3,0,0,0,0,0
2,6,7,0,1,0.870936483,0.870936483,0.870936483,0.870936483
2,6,7,1,1,0.3,0.5,0.7,0.6
2,6,7,2,0,0,0,0,0
2,6,7,3,0,0,0,0,0
2,7,0,0,1,0.869907672,0.869907672,0.869907672,0.869907672
2,7,0,1,1,0.839978265,0.839978265,0.839978265,0.839978265
2,7,0,2,1,0.877571268,0.877571268,0.877571268,0.877571268
2,7,0,3,1,0.862406009,0.862406009,0.862406009,0.862406009
2,7,1,0,1,0.850595705,0.850595705,0.850595705,0.850595705
2,7,1,1,1,0.808443585,0.808443585,0.808443585,0.808443585
2,7,1,2,1,0.892938597,0.892938597,0.892938597,0.892938597
2,7,1,3,1,0.848889774,0.848889774,0.848889774,0.848889774
2,7,2,0,1,0.825509512,0.825509512,0.825509512,0.825509512
2,7,2,1,1,0.886869471,0.886869471,0.886869471,0.886869471
2,7,2,2,1,0.808112577,0.808112577,0.808112577,0.808112577
2,7,2,3,1,0.823159439,0.823159439,0.823159439,0.823159439
2,7,3,0,1,0.875126706,0.875126706,0.875126706,0.875126706
2,7,3,1,1,0.881730322,0.881730322,0.881730322,0.881730322
2,7,3,2,1,0.878022744,0.878022744,0.878022744,0.878022744
2,7,3,3,1,0.852113583,0.852113583,0.852113583,0.852113583
2,7,4,0,1,0.822381194,0.822381194,0.822381194,0.822381194
2,7,4,1,1,0.877491046,0.877491046,0.877491046,0.877491046
2,7,4,2,1,0.862561856,0.862561856,0.862561856,0.862561856
2,7,4,3,1,0.854680572,0.854680572,0.854680572,0.854680572
2,7,5,0,1,0.858526775,0.858526775,0.858526775,0.858526775
2,7,5,1,1,0.800463422,0.800463422,0.800463422,0.800463422
2,7,5,2,1,0.3,0.5,0.7,0.6
2,7,5,3,1,0.3,0.5,0.7,0.6
2,7,6,0,1,0.834038573,0.834038573,0.834038573,0.834038573
2,7,6,1,1,0.3,0.5,0.7,0.6
2,7,6,2,0,0,0,0,0
2,7,6,3,0,0,0,0,0
2,7,7,0,1,0.895974396,0.895974396,0.895974396,0.895974396
2,7,7,1,1,0.3,0.5,0.7,0.6
2,7,7,2,0,0,0,0,0
2,7,7,3,0,0,0,0,0
3,0,0,0,1,0.854688152,0.854688152,0.854688152,0.854688152
3,0,0,1,1,0.825428218,0.825428218,0.825428218,0.825428218
3,0,0,2,1,0.813606856,0.813606856,0.813606856,0.813606856
3,0,0,3,1,0.879483142,0.879483142,0.879483142,0.879483142
3,0,1,0,1,0.827849822,0.827849822,0.827849822,0.827849822
3,0,1,1,1,0.884071726,0.884071726,0.884071726,0.884071726
3,0,1,2,1,0.814553898,0.814553898,0.814553898,0.814553898
3,0,1,3,1,0.881762771,0.881762771,0.881762771,0.881762771
3,0,2,0,1,0.80975404,0.80975404,0.80975404,0.80975404
3,0,2,1,1,0.825750825,0.825750825,0.825750825,0.825750825
3,0,2,2,1,0.826380292,0.826380292,0.826380292,0.826380292
3,0,2,3,1,0.851077156,0.851077156,0.851077156,0.851077156
3,0,3,0,1,0.863235925,0.863235925,0.863235925,0.863235925
3,0,3,1,1,0.814929401,0.814929401,0.814929401,0.814929401
3,0,3,2,1,0.818184703,0.818184703,0.818184703,0.818184703
3,0,3,3,1,0.850850866,0.850850866,0.850850866,0.850850866
3,0,4,0,1,0.891337586,0.891337586,0.891337586,0.891337586
3,0,4,1,1,0.813862444,0.813862444,0.813862444,0.813862444
3,0,4,2,1,0.891064759,0.891064759,0.891064759,0.891064759
3,0,4,3,1,0.830634947,0.830634947,0.830634947,0.830634947
3,0,5,0,1,0.812698682,0.812698682,0.812698682,0.812698682
3,0,5,1,1,0.854721553,0.854721553,0.854721553,0.854721553
3,0,5,2,1,0.843141383,0.843141383,0.843141383,0.843141383
3,0,5,3,1,0.844678375,0.844678375,0.844678375,0.844678375
3,0,6,0,1,0.890579194,0.890579194,0.890579194,0.890579194
3,0,6,1,1,0.895929143,0.895929143,0.895929143,0.895929143
3,0,6,2,1,0.880006848,0.880006848,0.880006848,0.880006848
3,0,6,3,1,0.843585859,0.843585859,0.843585859,0.843585859
3,0,7,0,1,0.881472369,0.881472369,0.881472369,0.881472369
3,0,7,1,1,0.889090325,0.889090325,0.889090325,0.889090325
3,0,7,2,1,0.82598704,0.82598704,0.82598704,0.82598704
3,0,7,3,1,0.848679163,0.848679163,0.848679163,0.848679163
3,1,0,0,1,0.814188634,0.814188634,0.814188634,0.814188634
3,1,0,1,1,0.847328885,0.847328885,0.847328885,0.847328885
3,1,0,2,1,0.851324954,0.851324954,0.851324954,0.851324954
3,1,0,3,1,0.855015634,0.855015634,0.855015634,0.855015634
3,1,1,0,1,0.880028047,0.880028047,0.880028047,0.880028047
3,1,1,1,1,0.861604468,0.861604468,0.861604468,0.861604468
3,1,1,2,1,0.835095238,0.835095238,0.835095238,0.835095238
3,1,1,3,1,0.887594281,0.887594281,0.887594281,0.887594281
3,1,2,0,1,0.848537565,0.848537565,0.848537565,0.848537565
3,1,2,1,1,0.825108386,0.825108386,0.825108386,0.825108386
3,1,2,2,1,0.862205513,0.862205513,0.862205513,0.862205513
3,1,2,3,1,0.893900156,0.893900156,0.893900156,0.893900156
3,1,3,0,1,0.895716695,0.895716695,0.895716695,0.895716695
3,1,3,1,1,0.819659525,0.819659525,0.819659525,0.819659525
3,1,3,2,1,0.885303112,0.885303112,0.885303112,0.885303112
3,1,3,3,1,0.83507271,0.83507271,0.83507271,0.83507271
3,1,4,0,1,0.897059278,0.897059278,0.897059278,0.897059278
3,1,4,1,1,0.834998377,0.834998377,0.834998377,0.834998377
3,1,4,2,1,0.81449548,0.81449548,0.81449548,0.81449548
3,1,4,3,1,0.853282559,0.853282559,0.853282559,0.853282559
3,1,5,0,1,0.815761308,0.815761308,0.815761308,0.815761308
3,1,5,1,1,0.892926362,0.892926362,0.892926362,0.892926362
3,1,5,2,1,0.85498602,0.85498602,0.85498602,0.85498602
3,1,5,3,1,0.881158046,0.881158046,0.881158046,0.881158046
3,1,6,0,1,0.896488854,0.896488854,0.896488854,0.896488854
3,1,6,1,1,0.824352497,0.824352497,0.824352497,0.824352497
3,1,6,2,1,0.857970459,0.857970459,0.857970459,0.857970459
3,1,6,3,1,0.837860938,0.837860938,0.837860938,0.837860938
3,1,7,0,1,0.895750684,0.895750684,0.895750684,0.895750684
3,1,7,1,1,0.881428483,0.881428483,0.881428483,0.881428483
3,1,7,2,1,0.886929221,0.886929221,0.886929221,0.886929221
3,1,7,3,1,0.864431813,0.864431813,0.864431813,0.864431813
3,2,0,0,1,0.893399325,0.893399325,0.893399325,0.893399325
3,2,0,1,1,0.875372909,0.875372909,0.875372909,0.875372909
3,2,0,2,1,0.804965443,0.804965443,0.804965443,0.804965443
3,2,0,3,1,0.819476429,0.819476429,0.819476429,0.819476429
3,2,1,0,1,0.884912931,0.884912931,0.884912931,0.884912931
3,2,1,1,1,0.875720023,0.875720023,0.875720023,0.875720023
3,2,1,2,1,0.841726707,0.841726707,0.841726707,0.841726707
3,2,1,3,1,0.884430879,0.884430879,0.884430879,0.884430879
3,2,2,0,1,0.803571168,0.803571168,0.803571168,0.803571168
3,2,2,1,1,0.828583902,0.828583902,0.828583902,0.828583902
3,2,2,2,1,0.823995253,0.823995253,0.823995253,0.823995253
3,2,2,3,1,0.823048816,0.823048816,0.823048816,0.823048816
3,2,3,0,1,0.86557407,0.86557407,0.86557407,0.86557407
3,2,3,1,1,0.891719366,0.891719366,0.891719366,0.891719366
3,2,3,2,1,0.818390779,0.818390779,0.818390779,0.818390779
3,2,3,3,1,0.847092335,0.847092335,0.847092335,0.847092335
3,2,4,0,1,0.895949243,0.895949243,0.895949243,0.895949243
3,2,4,1,1,0.854972361,0.854972361,0.854972361,0.854972361
3,2,4,2,1,0.812331893,0.812331893,0.812331893,0.812331893
3,2,4,3,1,0.830124633,0.830124633,0.830124633,0.830124633
3,2,5,0,1,0.879220733,0.879220733,0.879220733,0.879220733
3,2,5,1,1,0.858526409,0.858526409,0.858526409,0.858526409
3,2,5,2,1,0.823991615,0.823991615,0.823991615,0.823991615
3,2,5,3,1,0.820774229,0.820774229,0.820774229,0.820774229
3,2,6,0,1,0.891573553,0.891573553,0.891573553,0.891573553
3,2,6,1,1,0.883082863,0.883082863,0.883082863,0.883082863
3,2,6,2,1,0.807596669,0.807596669,0.807596669,0.807596669
3,2,6,3,1,0.85870447,0.85870447,0.85870447,0.85870447
3,2,7,0,1,0.842176128,0.842176128,0.842176128,0.842176128
3,2,7,1,1,0.835165951,0.835165951,0.835165951,0.835165951
3,2,7,2,1,0.840180803,0.840180803,0.840180803,0.840180803
3,2,7,3,1,0.862247509,0.862247509,0.862247509,0.862247509
3,3,0,0,1,0.803183285,0.803183285,0.803183285,0.803183285
3,3,0,1,1,0.812990621,0.812990621,0.812990621,0.812990621
3,3,0,2,1,0.811120276,0.811120276,0.811120276,0.811120276
3,3,0,3,1,0.818481632,0.818481632,0.818481632,0.818481632
3,3,1,0,1,0.870604609,0.870604609,0.870604609,0.870604609
3,3,1,1,1,0.893401068,0.893401068,0.893401068,0.893401068
3,3,1,2,1,0.836924678,0.836924678,0.836924678,0.836924678
3,3,1,3,1,0.843020739,0.843020739,0.843020739,0.843020739
3,3,2,0,1,0.817118669,0.817118669,0.817118669,0.817118669
3,3,2,1,1,0.877916723,0.877916723,0.877916723,0.877916723
3,3,2,2,1,0.890005385,0.890005385,0.890005385,0.890005385
3,3,2,3,1,0.892337964,0.892337964,0.892337964,0.892337964
3,3,3,0,1,0.865547789,0.865547789,0.865547789,0.865547789
3,3,3,1,1,0.853079755,0.853079755,0.853079755,0.853079755
3,3,3,2,1,0.833771941,0.833771941,0.833771941,0.833771941
3,3,3,3,1,0.831110229,0.831110229,0.831110229,0.831110229
3,3,4,0,1,0.839222702,0.839222702,0.839222702,0.839222702
3,3,4,1,1,0.805395012,0.805395012,0.805395012,0.805395012
3,3,4,2,1,0.848925264,0.848925264,0.848925264,0.848925264
3,3,4,3,1,0.843569868,0.843569868,0.843569868,0.843569868
3,3,5,0,1,0.874313247,0.874313247,0.874313247,0.874313247
3,3,5,1,1,0.807585429,0.807585429,0.807585429,0.807585429
3,3,5,2,1,0.849086409,0.849086409,0.849086409,0.849086409
3,3,5,3,1,0.82276643,0.82276643,0.82276643,0.82276643
3,3,6,0,1,0.875774013,0.875774013,0.875774013,0.875774013
3,3,6,1,1,0.856782164,0.856782164,0.856782164,0.856782164
3,3,6,2,1,0.894478719,0.894478719,0.894478719,0.894478719
3,3,6,3,1,0.817070805,0.817070805,0.817070805,0.817070805
3,3,7,0,1,0.867873515,0.867873515,0.867873515,0.867873515
3,3,7,1,1,0.838044585,0.838044585,0.838044585,0.838044585
3,3,7,2,1,0.890271611,0.890271611,0.890271611,0.890271611
3,3,7,3,1,0.822592178,0.822592178,0.822592178,0.822592178
3,4,0,0,1,0.803444608,0.803444608,0.803444608,0.803444608
3,4,0,1,1,0.852853314,0.852853314,0.852853314,0.852853314
3,4,0,2,1,0.895613454,0.895613454,0.895613454,0.895613454
3,4,0,3,1,0.826221175,0.826221175,0.826221175,0.826221175
3,4,1,0,1,0.895022205,0.895022205,0.895022205,0.895022205
3,4,1,1,1,0.831121504,0.831121504,0.831121504,0.831121504
3,4,1,2,1,0.894205059,0.894205059,0.894205059,0.894205059
3,4,1,3,1,0.859489607,0.859489607,0.859489607,0.859489607
3,4,2,0,1,0.831709948,0.831709948,0.831709948,0.831709948
3,4,2,1,1,0.879428454,0.879428454,0.879428454,0.879428454
3,4,2,2,1,0.813197329,0.813197329,0.813197329,0.813197329
3,4,2,3,1,0.840871985,0.840871985,0.840871985,0.840871985
3,4,3,0,1,0.869482862,0.869482862,0.869482862,0.869482862
3,4,3,1,1,0.816218231,0.816218231,0.816218231,0.816218231
3,4,3,2,1,0.809645453,0.809645453,0.809645453,0.809645453
3,4,3,3,1,0.82580647,0.82580647,0.82580647,0.82580647
3,4,4,0,1,0.882345783,0.882345783,0.882345783,0.882345783
3,4,4,1,1,0.833712264,0.833712264,0.833712264,0.833712264
3,4,4,2,1,0.840391215,0.840391215,0.840391215,0.840391215
3,4,4,3,1,0.811111922,0.811111922,0.811111922,0.811111922
3,4,5,0,1,0.809713178,0.809713178,0.809713178,0.809713178
3,4,5,1,1,0.801190207,0.801190207,0.801190207,0.801190207
3,4,5,2,1,0.824169129,0.824169129,0.824169129,0.824169129
3,4,5,3,1,0.843886997,0.843886997,0.843886997,0.843886997
3,4,6,0,1,0.804617139,0.804617139,0.804617139,0.804617139
3,4,6,1,1,0.846939064,0.846939064,0.846939064,0.846939064
3,4,6,2,1,0.838973884,0.838973884,0.838973884,0.838973884
3,4,6,3,1,0.897974838,0.897974838,0.897974838,0.897974838
3,4,7,0,1,0.827692298,0.827692298,0.827692298,0.827692298
3,4,7,1,1,0.856882366,0.856882366,0.856882366,0.856882366
3,4,7,2,1,0.878025207,0.878025207,0.878025207,0.878025207
3,4,7,3,1,0.890488097,0.890488097,0.890488097,0.890488097
3,5,0,0,1,0.864631301,0.864631301,0.864631301,0.864631301
3,5,0,1,1,0.808382138,0.808382138,0.808382138,0.808382138
3,5,0,2,1,0.816899003,0.816899003,0.816899003,0.816899003
3,5,0,3,1,0.850785828,0.850785828,0.850785828,0.850785828
3,5,1,0,1,0.84455862,0.84455862,0.84455862,0.84455862
3,5,1,1,1,0.84505416,0.84505416,0.84505416,0.84505416
3,5,1,2,1,0.80430238,0.80430238,0.80430238,0.80430238
3,5,1,3,1,0.842416676,0.842416676,0.842416676,0.842416676
3,5,2,0,1,0.84897644,0.84897644,0.84897644,0.84897644
3,5,2,1,1,0.874815159,0.874815159,0.874815159,0.874815159
3,5,2,2,1,0.801540344,0.801540344,0.801540344,0.801540344
3,5,2,3,1,0.83187783,0.83187783,0.83187783,0.83187783
3,5,3,0,1,0.81868726,0.81868726,0.81868726,0.81868726
3,5,3,1,1,0.86892145,0.86892145,0.86892145,0.86892145
3,5,3,2,1,0.882119404,0.882119404,0.882119404,0.882119404
3,5,3,3,1,0.829667587,0.829667587,0.829667587,0.829667587
3,5,4,0,1,0.87951999,0.87951999,0.87951999,0.87951999
3,5,4,1,1,0.86540791,0.86540791,0.86540791,0.86540791
3,5,4,2,1,0.835315857,0.835315857,0.835315857,0.835315857
3,5,4,3,1,0.811741765,0.811741765,0.811741765,0.811741765
3,5,5,0,1,0.876551679,0.876551679,0.876551679,0.876551679
3,5,5,1,1,0.826297128,0.826297128,0.826297128,0.826297128
3,5,5,2,1,0.823477991,0.823477991,0.823477991,0.823477991
3,5,5,3,1,0.822174673,0.822174673,0.822174673,0.822174673
3,5,6,0,1,0.838155846,0.838155846,0.838155846,0.838155846
3,5,6,1,1,0.860198194,0.860198194,0.860198194,0.860198194
3,5,6,2,1,0.3,0.5,0.7,0.6
3,5,6,3,1,0.3,0.5,0.7,0.6
3,5,7,0,1,0.843874436,0.843874436,0.843874436,0.843874436
3,5,7,1,1,0.816564873,0.816564873,0.816564873,0.816564873
3,5,7,2,1,0.3,0.5,0.7,0.6
3,5,7,3,1,0.3,0.5,0.7,0.6
3,6,0,0,1,0.849836405,0.849836405,0.849836405,0.849836405
3,6,0,1,1,0.844267827,0.844267827,0.844267827,0.844267827
3,6,0,2,1,0.818895502,0.818895502,0.818895502,0.818895502
3,6,0,3,1,0.857852506,0.857852506,0.857852506,0.857852506
3,6,1,0,1,0.811899768,0.811899768,0.811899768,0.811899768
3,6,1,1,1,0.807817553,0.807817553,0.807817553,0.807817553
3,6,1,2,1,0.874469281,0.874469281,0.874469281,0.874469281
3,6,1,3,1,0.848860897,0.848860897,0.848860897,0.848860897
3,6,2,0,1,0.816261174,0.816261174,0.816261174,0.816261174
3,6,2,1,1,0.899613472,0.899613472,0.899613472,0.899613472
3,6,2,2,1,0.829632081,0.829632081,0.829632081,0.829632081
3,6,2,3,1,0.873033086,0.873033086,0.873033086,0.873033086
3,6,3,0,1,0.8655098,0.8655098,0.8655098,0.8655098
3,6,3,1,1,0.853834244,0.853834244,0.853834244,0.853834244
3,6,3,2,1,0.854700889,0.854700889,0.854700889,0.854700889
3,6,3,3,1,0.892885414,0.892885414,0.892885414,0.892885414
3,6,4,0,1,0.867970268,0.867970268,0.867970268,0.867970268
3,6,4,1,1,0.882581698,0.882581698,0.882581698,0.882581698
3,6,4,2,1,0.845092371,0.845092371,0.845092371,0.845092371
3,6,4,3,1,0.802922028,0.802922028,0.802922028,0.802922028
3,6,5,0,1,0.827602508,0.827602508,0.827602508,0.827602508
3,6,5,1,1,0.815237802,0.815237802,0.815237802,0.815237802
3,6,5,2,1,0.3,0.5,0.7,0.6
3,6,5,3,1,0.3,0.5,0.7,0.6
3,6,6,0,1,0.875468668,0.875468668,0.875468668,0.875468668
3,6,6,1,1,0.3,0.5,0.7,0.6
3,6,6,2,0,0,0,0,0
3,6,6,3,0,0,0,0,0
3,6,7,0,1,0.870936483,0.870936483,0.870936483,0.870936483
3,6,7,1,1,0.3,0.5,0.7,0.6
3,6,7,2,0,0,0,0,0
3,6,7,3,0,0,0,0,0
3,7,0,0,1,0.869907672,0.869907672,0.869907672,0.869907672
3,7,0,1,1,0.839978265,0.839978265,0.839978265,0.839978265
3,7,0,2,1,0.877571268,0.877571268,0.877571268,0.877571268
3,7,0,3,1,0.862406009,0.862406009,0.862406009,0.862406009
3,7,1,0,1,0.850595705,0.850595705,0.850595705,0.850595705
3,7,1,1,1,0.808443585,0.808443585,0.808443585,0.808443585
3,7,1,2,1,0.892938597,0.892938597,0.892938597,0.892938597
3,7,1,3,1,0.848889774,0.848889774,0.848889774,0.848889774
3,7,2,0,1,0.825509512,0.825509512,0.825509512,0.825509512
3,7,2,1,1,0.886869471,0.886869471,0.886869471,0.886869471
3,7,2,2,1,0.808112577,0.808112577,0.808112577,0.808112577
3,7,2,3,1,0.823159439,0.823159439,0.823159439,0.823159439
3,7,3,0,1,0.875126706,0.875126706,0.875126706,0.875126706
3,7,3,1,1,0.881730322,0.881730322,0.881730322,0.881730322
3,7,3,2,1,0.878022744,0.878022744,0.878022744,0.878022744
3,7,3,3,1,0.852113583,0.852113583,0.852113583,0.852113583
3,7,4,0,1,0.822381194,0.822381194,0.822381194,0.822381194
3,7,4,1,1,0.877491046,0.877491046,0.877491046,0.877491046
3,7,4,2,1,0.862561856,0.862561856,0.862561856,0.862561856
3,7,4,3,1,0.854680572,0.854680572,0.854680572,0.854680572
3,7,5,0,1,0.858526775,0.858526775,0.858526775,0.858526775
3,7,5,1,1,0.800463422,0.800463422,0.800463422,0.800463422
3,7,5,2,1,0.3,0.5,0.7,0.6
3,7,5,3,1,0.3,0.5,0.7,0.6
3,7,6,0,1,0.834038573,0.834038573,0.834038573,0.834038573
3,7,6,1,1,0.3,0.5,0.7,0.6
3,7,6,2,0,0,0,0,0
3,7,6,3,0,0,0,0,0
3,7,7,0,1,0.895974396,0.895974396,0.895974396,0.895974396
3,7,7,1,1,0.3,0.5,0.7,0.6
3,7,7,2,0,0,0,0,0
3,7,7,3,0,0,0,0,0
4,0,0,0,1,0.854688152,0.854688152,0.854688152,0.854688152
4,0,0,1,1,0.825428218,0.825428218,0.825428218,0.825428218
4,0,0,2,1,0.813606856,0.813606856,0.813606856,0.813606856
4,0,0,3,1,0.879483142,0.879483142,0.879483142,0.879483142
4,0,1,0,1,0.827849822,0.827849822,0.827849822,0.827849822
4,0,1,1,1,0.884071726,0.884071726,0.884071726,0.884071726
4,0,1,2,1,0.814553898,0.814553898,0.814553898,0.814553898
4,0,1,3,1,0.881762771,0.881762771,0.881762771,0.881762771
4,0,2,0,1,0.80975404,0.80975404,0.80975404,0.80975404
4,0,2,1,1,0.825750825,0.825750825,0.825750825,0.825750825
4,0,2,2,1,0.826380292,0.826380292,0.826380292,0.826380292
4,0,2,3,1,0.851077156,0.851077156,0.851077156,0.851077156
4,0,3,0,1,0.863235925,0.863235925,0.863235925,0.863235925
4,0,3,1,1,0.814929401,0.814929401,0.814929401,0.814929401
4,0,3,2,1,0.818184703,0.818184703,0.818184703,0.818184703
4,0,3,3,1,0.850850866,0.850850866,0.850850866,0.850850866
4,0,4,0,1,0.891337586,0.891337586,0.891337586,0.891337586
4,0,4,1,1,0.813862444,0.813862444,0.813862444,0.813862444
4,0,4,2,1,0.891064759,0.891064759,0.891064759,0.891064759
4,0,4,3,1,0.830634947,0.830634947,0.830634947,0.830634947
4,0,5,0,1,0.812698682,0.812698682,0.812698682,0.812698682
4,0,5,1,1,0.854721553,0.854721553,0.854721553,0.854721553
4,0,5,2,1,0.843141383,0.843141383,0.843141383,0.843141383
4,0,5,3,1,0.844678375,0.844678375,0.844678375,0.844678375
4,0,6,0,1,0.890579194,0.890579194,0.890579194,0.890579194
4,0,6,1,1,0.895929143,0.895929143,0.895929143,0.895929143
4,0,6,2,1,0.880006848,0.880006848,0.880006848,0.880006848
4,0,6,3,1,0.843585859,0.843585859,0.843585859,0.843585859
4,0,7,0,1,0.881472369,0.881472369,0.881472369,0.881472369
4,0,7,1,1,0.889090325,0.889090325,0.889090325,0.889090325
4,0,7,2,1,0.82598704,0.82598704,0.82598704,0.82598704
4,0,7,3,1,0.848679163,0.848679163,0.848679163,0.848679163
4,1,0,0,1,0.814188634,0.814188634,0.814188634,0.814188634
4,1,0,1,1,0.847328885,0.847328885,0.847328885,0.847328885
4,1,0,2,1,0.851324954,0.851324954,0.851324954,0.851324954
4,1,0,3,1,0.855015634,0.855015634,0.855015634,0.855015634
4,1,1,0,1,0.880028047,0.880028047,0.880028047,0.880028047
4,1,1,1,1,0.861604468,0.861604468,0.861604468,0.861604468
4,1,1,2,1,0.835095238,0.835095238,0.835095238,0.835095238
4,1,1,3,1,0.887594281,0.887594281,0.887594281,0.887594281
4,1,2,0,1,0.848537565,0.848537565,0.848537565,0.848537565
4,1,2,1,1,0.825108386,0.825108386,0.825108386,0.825108386
4,1,2,2,1,0.862205513,0.862205513,0.862205513,0.862205513
4,1,2,3,1,0.893900156,0.893900156,0.893900156,0.893900156
4,1,3,0,1,0.895716695,0.895716695,0.895716695,0.895716695
4,1,3,1,1,0.819659525,0.819659525,0.819659525,0.819659525
4,1,3,2,1,0.885303112,0.885303112,0.885303112,0.885303112
4,1,3,3,1,0.83507271,0.83507271,0.83507271,0.83507271
4,1,4,0,1,0.897059278,0.897059278,0.897059278,0.897059278
4,1,4,1,1,0.834998377,0.834998377,0.834998377,0.834998377
4,1,4,2,1,0.81449548,0.81449548,0.81449548,0.81449548
4,1,4,3,1,0.853282559,0.853282559,0.853282559,0.853282559
4,1,5,0,1,0.815761308,0.815761308,0.815761308,0.815761308
4,1,5,1,1,0.892926362,0.892926362,0.892926362,0.892926362
4,1,5,2,1,0.85498602,0.85498602,0.85498602,0.85498602
4,1,5,3,1,0.881158046,0.881158046,0.881158046,0.881158046
4,1,6,0,1,0.896488854,0.896488854,0.896488854,0.896488854
4,1,6,1,1,0.824352497,0.824352497,0.824352497,0.824352497
4,1,6,2,1,0.857970459,0.857970459,0.857970459,0.857970459
4,1,6,3,1,0.837860938,0.837860938,0.837860938,0.837860938
4,1,7,0,1,0.895750684,0.895750684,0.895750684,0.895750684
4,1,7,1,1,0.881428483,0.881428483,0.881428483,0.881428483
4,1,7,2,1,0.886929221,0.886929221,0.886929221,0.886929221
4,1,7,3,1,0.864431813,0.864431813,0.864431813,0.864431813
4,2,0,0,1,0.893399325,0.893399325,0.893399325,0.893399325
4,2,0,1,1,0.875372909,0.875372909,0.875372909,0.875372909
