days,x,y,z,popval,m1,m2,m3,m4
4,2,0,2,1,0.804965443,0.804965443,0.804965443,0.804965443
4,2,0,3,1,0.819476429,0.819476429,0.819476429,0.819476429
4,2,1,0,1,0.884912931,0.884912931,0.884912931,0.884912931
4,2,1,1,1,0.875720023,0.875720023,0.875720023,0.875720023
4,2,1,2,1,0.841726707,0.841726707,0.841726707,0.841726707
4,2,1,3,1,0.884430879,0.884430879,0.884430879,0.884430879
4,2,2,0,1,0.803571168,0.803571168,0.803571168,0.803571168
4,2,2,1,1,0.828583902,0.828583902,0.828583902,0.828583902
4,2,2,2,1,0.823995253,0.823995253,0.823995253,0.823995253
4,2,2,3,1,0.823048816,0.823048816,0.823048816,0.823048816
4,2,3,0,1,0.86557407,0.86557407,0.86557407,0.86557407
4,2,3,1,1,0.891719366,0.891719366,0.891719366,0.891719366
4,2,3,2,1,0.818390779,0.818390779,0.818390779,0.818390779
4,2,3,3,1,0.847092335,0.847092335,0.847092335,0.847092335
4,2,4,0,1,0.895949243,0.895949243,0.895949243,0.895949243
4,2,4,1,1,0.854972361,0.854972361,0.854972361,0.854972361
4,2,4,2,1,0.812331893,0.812331893,0.812331893,0.812331893
4,2,4,3,1,0.830124633,0.830124633,0.830124633,0.830124633
4,2,5,0,1,0.879220733,0.879220733,0.879220733,0.879220733
4,2,5,1,1,0.858526409,0.858526409,0.858526409,0.858526409
4,2,5,2,1,0.823991615,0.823991615,0.823991615,0.823991615
4,2,5,3,1,0.820774229,0.820774229,0.820774229,0.820774229
4,2,6,0,1,0.891573553,0.891573553,0.891573553,0.891573553
4,2,6,1,1,0.883082863,0.883082863,0.883082863,0.883082863
4,2,6,2,1,0.807596669,0.807596669,0.807596669,0.807596669
4,2,6,3,1,0.85870447,0.85870447,0.85870447,0.85870447
4,2,7,0,1,0.842176128,0.842176128,0.842176128,0.842176128
4,2,7,1,1,0.835165951,0.835165951,0.835165951,0.835165951
4,2,7,2,1,0.840180803,0.840180803,0.840180803,0.840180803
4,2,7,3,1,0.862247509,0.862247509,0.862247509,0.862247509
4,3,0,0,1,0.803183285,0.803183285,0.803183285,0.803183285
4,3,0,1,1,0.812990621,0.812990621,0.812990621,0.812990621
4,3,0,2,1,0.811120276,0.811120276,0.811120276,0.811120276
4,3,0,3,1,0.818481632,0.818481632,0.818481632,0.818481632
4,3,1,0,1,0.870604609,0.870604609,0.870604609,0.870604609
4,3,1,1,1,0.893401068,0.893401068,0.893401068,0.893401068
4,3,1,2,1,0.836924678,0.836924678,0.836924678,0.836924678
4,3,1,3,1,0.843020739,0.843020739,0.843020739,0.843020739
4,3,2,0,1,0.817118669,0.817118669,0.817118669,0.817118669
4,3,2,1,1,0.877916723,0.877916723,0.877916723,0.877916723
4,3,2,2,1,0.890005385,0.890005385,0.890005385,0.890005385
4,3,2,3,1,0.892337964,0.892337964,0.892337964,0.892337964
4,3,3,0,1,0.865547789,0.865547789,0.865547789,0.865547789
4,3,3,1,1,0.853079755,0.853079755,0.853079755,0.853079755
4,3,3,2,1,0.833771941,0.833771941,0.833771941,0.833771941
4,3,3,3,1,0.831110229,0.831110229,0.831110229,0.831110229
4,3,4,0,1,0.839222702,0.839222702,0.839222702,0.839222702
4,3,4,1,1,0.805395012,0.805395012,0.805395012,0.805395012
4,3,4,2,1,0.848925264,0.848925264,0.848925264,0.848925264
4,3,4,3,1,0.843569868,0.843569868,0.843569868,0.843569868
4,3,5,0,1,0.874313247,0.874313247,0.874313247,0.874313247
4,3,5,1,1,0.807585429,0.807585429,0.807585429,0.807585429
4,3,5,2,1,0.849086409,0.849086409,0.849086409,0.849086409
4,3,5,3,1,0.82276643,0.82276643,0.82276643,0.82276643
4,3,6,0,1,0.875774013,0.875774013,0.875774013,0.875774013
4,3,6,1,1,0.856782164,0.856782164,0.856782164,0.856782164
4,3,6,2,1,0.894478719,0.894478719,0.894478719,0.894478719
4,3,6,3,1,0.817070805,0.817070805,0.817070805,0.817070805
4,3,7,0,1,0.867873515,0.867873515,0.867873515,0.867873515
4,3,7,1,1,0.838044585,0.838044585,0.838044585,0.838044585
4,3,7,2,1,0.890271611,0.890271611,0.890271611,0.890271611
4,3,7,3,1,0.822592178,0.822592178,0.822592178,0.822592178
4,4,0,0,1,0.803444608,0.803444608,0.803444608,0.803444608
4,4,0,1,1,0.852853314,0.852853314,0.852853314,0.852853314
4,4,0,2,1,0.895613454,0.895613454,0.895613454,0.895613454
4,4,0,3,1,0.826221175,0.826221175,0.826221175,0.826221175
4,4,1,0,1,0.895022205,0.895022205,0.895022205,0.895022205
4,4,1,1,1,0.831121504,0.831121504,0.831121504,0.831121504
4,4,1,2,1,0.894205059,0.894205059,0.894205059,0.894205059
4,4,1,3,1,0.859489607,0.859489607,0.859489607,0.859489607
4,4,2,0,1,0.831709948,0.831709948,0.831709948,0.831709948
4,4,2,1,1,0.879428454,0.879428454,0.879428454,0.879428454
4,4,2,2,1,0.813197329,0.813197329,0.813197329,0.813197329
4,4,2,3,1,0.840871985,0.840871985,0.840871985,0.840871985
4,4,3,0,1,0.869482862,0.869482862,0.869482862,0.869482862
4,4,3,1,1,0.816218231,0.816218231,0.816218231,0.816218231
4,4,3,2,1,0.809645453,0.809645453,0.809645453,0.809645453
4,4,3,3,1,0.82580647,0.82580647,0.82580647,0.82580647
4,4,4,0,1,0.882345783,0.882345783,0.882345783,0.882345783
4,4,4,1,1,0.833712264,0.833712264,0.833712264,0.833712264
4,4,4,2,1,0.840391215,0.840391215,0.840391215,0.840391215
4,4,4,3,1,0.811111922,0.811111922,0.811111922,0.811111922
4,4,5,0,1,0.809713178,0.809713178,0.809713178,0.809713178
4,4,5,1,1,0.801190207,0.801190207,0.801190207,0.801190207
4,4,5,2,1,0.824169129,0.824169129,0.824169129,0.824169129
4,4,5,3,1,0.843886997,0.843886997,0.843886997,0.843886997
4,4,6,0,1,0.804617139,0.804617139,0.804617139,0.804617139
4,4,6,1,1,0.846939064,0.846939064,0.846939064,0.846939064
4,4,6,2,1,0.838973884,0.838973884,0.838973884,0.838973884
4,4,6,3,1,0.897974838,0.897974838,0.897974838,0.897974838
4,4,7,0,1,0.827692298,0.827692298,0.827692298,0.827692298
4,4,7,1,1,0.856882366,0.856882366,0.856882366,0.856882366
4,4,7,2,1,0.878025207,0.878025207,0.878025207,0.878025207
4,4,7,3,1,0.890488097,0.890488097,0.890488097,0.890488097
4,5,0,0,1,0.864631301,0.864631301,0.864631301,0.864631301
4,5,0,1,1,0.808382138,0.808382138,0.808382138,0.808382138
4,5,0,2,1,0.816899003,0.816899003,0.816899003,0.816899003
4,5,0,3,1,0.850785828,0.850785828,0.850785828,0.850785828
4,5,1,0,1,0.84455862,0.84455862,0.84455862,0.84455862
4,5,1,1,1,0.84505416,0.84505416,0.84505416,0.84505416
4,5,1,2,1,0.80430238,0.80430238,0.80430238,0.80430238
4,5,1,3,1,0.842416676,0.842416676,0.842416676,0.842416676
4,5,2,0,1,0.84897644,0.84897644,0.84897644,0.84897644
4,5,2,1,1,0.874815159,0.874815159,0.874815159,0.874815159
4,5,2,2,1,0.801540344,0.801540344,0.801540344,0.801540344
4,5,2,3,1,0.83187783,0.83187783,0.83187783,0.83187783
4,5,3,0,1,0.81868726,0.81868726,0.81868726,0.81868726
4,5,3,1,1,0.86892145,0.86892145,0.86892145,0.86892145
4,5,3,2,1,0.882119404,0.882119404,0.882119404,0.882119404
4,5,3,3,1,0.829667587,0.829667587,0.829667587,0.829667587
4,5,4,0,1,0.87951999,0.87951999,0.87951999,0.87951999
4,5,4,1,1,0.86540791,0.86540791,0.86540791,0.86540791
4,5,4,2,1,0.835315857,0.835315857,0.835315857,0.835315857
4,5,4,3,1,0.811741765,0.811741765,0.811741765,0.811741765
4,5,5,0,1,0.876551679,0.876551679,0.876551679,0.876551679
4,5,5,1,1,0.826297128,0.826297128,0.826297128,0.826297128
4,5,5,2,1,0.823477991,0.823477991,0.823477991,0.823477991
4,5,5,3,1,0.822174673,0.822174673,0.822174673,0.822174673
4,5,6,0,1,0.838155846,0.838155846,0.838155846,0.838155846
4,5,6,1,1,0.860198194,0.860198194,0.860198194,0.860198194
4,5,6,2,1,0.6,0.8,0.8,0.9
4,5,6,3,1,0.6,0.8,0.8,0.9
4,5,7,0,1,0.843874436,0.843874436,0.843874436,0.843874436
4,5,7,1,1,0.816564873,0.816564873,0.816564873,0.816564873
4,5,7,2,1,0.6,0.8,0.8,0.9
4,5,7,3,1,0.6,0.8,0.8,0.9
4,6,0,0,1,0.849836405,0.849836405,0.849836405,0.849836405
4,6,0,1,1,0.844267827,0.844267827,0.844267827,0.844267827
4,6,0,2,1,0.818895502,0.818895502,0.818895502,0.818895502
4,6,0,3,1,0.857852506,0.857852506,0.857852506,0.857852506
4,6,1,0,1,0.811899768,0.811899768,0.811899768,0.811899768
4,6,1,1,1,0.807817553,0.807817553,0.807817553,0.807817553
4,6,1,2,1,0.874469281,0.874469281,0.874469281,0.874469281
4,6,1,3,1,0.848860897,0.848860897,0.848860897,0.848860897
4,6,2,0,1,0.816261174,0.816261174,0.816261174,0.816261174
4,6,2,1,1,0.899613472,0.899613472,0.899613472,0.899613472
4,6,2,2,1,0.829632081,0.829632081,0.829632081,0.829632081
4,6,2,3,1,0.873033086,0.873033086,0.873033086,0.873033086
4,6,3,0,1,0.8655098,0.8655098,0.8655098,0.8655098
4,6,3,1,1,0.853834244,0.853834244,0.853834244,0.853834244
4,6,3,2,1,0.854700889,0.854700889,0.854700889,0.854700889
4,6,3,3,1,0.892885414,0.892885414,0.892885414,0.892885414
4,6,4,0,1,0.867970268,0.867970268,0.867970268,0.867970268
4,6,4,1,1,0.882581698,0.882581698,0.882581698,0.882581698
4,6,4,2,1,0.845092371,0.845092371,0.845092371,0.845092371
4,6,4,3,1,0.802922028,0.802922028,0.802922028,0.802922028
4,6,5,0,1,0.827602508,0.827602508,0.827602508,0.827602508
4,6,5,1,1,0.815237802,0.815237802,0.815237802,0.815237802
4,6,5,2,1,0.6,0.8,0.8,0.9
4,6,5,3,1,0.6,0.8,0.8,0.9
4,6,6,0,1,0.875468668,0.875468668,0.875468668,0.875468668
4,6,6,1,1,0.6,0.8,0.8,0.9
4,6,6,2,1,0.4,0.4,0.4,0.4
4,6,6,3,1,0.4,0.4,0.4,0.4
4,6,7,0,1,0.870936483,0.870936483,0.870936483,0.870936483
4,6,7,1,1,0.6,0.8,0.8,0.9
4,6,7,2,1,0.4,0.4,0.4,0.4
4,6,7,3,1,0.4,0.4,0.4,0.4
4,7,0,0,1,0.869907672,0.869907672,0.869907672,0.869907672
4,7,0,1,1,0.839978265,0.839978265,0.839978265,0.839978265
4,7,0,2,1,0.877571268,0.877571268,0.877571268,0.877571268
4,7,0,3,1,0.862406009,0.862406009,0.862406009,0.862406009
4,7,1,0,1,0.850595705,0.850595705,0.850595705,0.850595705
4,7,1,1,1,0.808443585,0.808443585,0.808443585,0.808443585
4,7,1,2,1,0.892938597,0.892938597,0.892938597,0.892938597
4,7,1,3,1,0.848889774,0.848889774,0.848889774,0.848889774
4,7,2,0,1,0.825509512,0.825509512,0.825509512,0.825509512
4,7,2,1,1,0.886869471,0.886869471,0.886869471,0.886869471
4,7,2,2,1,0.808112577,0.808112577,0.808112577,0.808112577
4,7,2,3,1,0.823159439,0.823159439,0.823159439,0.823159439
4,7,3,0,1,0.875126706,0.875126706,0.875126706,0.875126706
4,7,3,1,1,0.881730322,0.881730322,0.881730322,0.881730322
4,7,3,2,1,0.878022744,0.878022744,0.878022744,0.878022744
4,7,3,3,1,0.852113583,0.852113583,0.852113583,0.852113583
4,7,4,0,1,0.822381194,0.822381194,0.822381194,0.822381194
4,7,4,1,1,0.877491046,0.877491046,0.877491046,0.877491046
4,7,4,2,1,0.862561856,0.862561856,0.862561856,0.862561856
4,7,4,3,1,0.854680572,0.854680572,0.854680572,0.854680572
4,7,5,0,1,0.858526775,0.858526775,0.858526775,0.858526775
4,7,5,1,1,0.800463422,0.800463422,0.800463422,0.800463422
4,7,5,2,1,0.6,0.8,0.8,0.9
4,7,5,3,1,0.6,0.8,0.8,0.9
4,7,6,0,1,0.834038573,0.834038573,0.834038573,0.834038573
4,7,6,1,1,0.6,0.8,0.8,0.9
4,7,6,2,1,0.4,0.4,0.4,0.4
4,7,6,3,1,0.4,0.4,0.4,0.4
4,7,7,0,1,0.895974396,0.895974396,0.895974396,0.895974396
4,7,7,1,1,0.6,0.8,0.8,0.9
4,7,7,2,1,0.4,0.4,0.4,0.4
4,7,7,3,1,0.4,0.4,0.4,0.4
5,0,0,0,1,0.854688152,0.854688152,0.854688152,0.854688152
5,0,0,1,1,0.825428218,0.825428218,0.825428218,0.825428218
5,0,0,2,1,0.813606856,0.813606856,0.813606856,0.813606856
5,0,0,3,1,0.879483142,0.879483142,0.879483142,0.879483142
5,0,1,0,1,0.827849822,0.827849822,0.827849822,0.827849822
5,0,1,1,1,0.884071726,0.884071726,0.884071726,0.884071726
5,0,1,2,1,0.814553898,0.814553898,0.814553898,0.814553898
5,0,1,3,1,0.881762771,0.881762771,0.881762771,0.881762771
5,0,2,0,1,0.80975404,0.80975404,0.80975404,0.80975404
5,0,2,1,1,0.825750825,0.825750825,0.825750825,0.825750825
5,0,2,2,1,0.826380292,0.826380292,0.826380292,0.826380292
5,0,2,3,1,0.851077156,0.851077156,0.851077156,0.851077156
5,0,3,0,1,0.863235925,0.863235925,0.863235925,0.863235925
5,0,3,1,1,0.814929401,0.814929401,0.814929401,0.814929401
5,0,3,2,1,0.818184703,0.818184703,0.818184703,0.818184703
5,0,3,3,1,0.850850866,0.850850866,0.850850866,0.850850866
5,0,4,0,1,0.891337586,0.891337586,0.891337586,0.891337586
5,0,4,1,1,0.813862444,0.813862444,0.813862444,0.813862444
5,0,4,2,1,0.891064759,0.891064759,0.891064759,0.891064759
5,0,4,3,1,0.830634947,0.830634947,0.830634947,0.830634947
5,0,5,0,1,0.812698682,0.812698682,0.812698682,0.812698682
5,0,5,1,1,0.854721553,0.854721553,0.854721553,0.854721553
5,0,5,2,1,0.843141383,0.843141383,0.843141383,0.843141383
5,0,5,3,1,0.844678375,0.844678375,0.844678375,0.844678375
5,0,6,0,1,0.890579194,0.890579194,0.890579194,0.890579194
5,0,6,1,1,0.895929143,0.895929143,0.895929143,0.895929143
5,0,6,2,1,0.880006848,0.880006848,0.880006848,0.880006848
5,0,6,3,1,0.843585859,0.843585859,0.843585859,0.843585859
5,0,7,0,1,0.881472369,0.881472369,0.881472369,0.881472369
5,0,7,1,1,0.889090325,0.889090325,0.889090325,0.889090325
5,0,7,2,1,0.82598704,0.82598704,0.82598704,0.82598704
5,0,7,3,1,0.848679163,0.848679163,0.848679163,0.848679163
5,1,0,0,1,0.814188634,0.814188634,0.814188634,0.814188634
5,1,0,1,1,0.847328885,0.847328885,0.847328885,0.847328885
5,1,0,2,1,0.851324954,0.851324954,0.851324954,0.851324954
5,1,0,3,1,0.855015634,0.855015634,0.855015634,0.855015634
5,1,1,0,1,0.880028047,0.880028047,0.880028047,0.880028047
5,1,1,1,1,0.861604468,0.861604468,0.861604468,0.861604468
5,1,1,2,1,0.835095238,0.835095238,0.835095238,0.835095238
5,1,1,3,1,0.887594281,0.887594281,0.887594281,0.887594281
5,1,2,0,1,0.848537565,0.848537565,0.848537565,0.848537565
5,1,2,1,1,0.825108386,0.825108386,0.825108386,0.825108386
5,1,2,2,1,0.862205513,0.862205513,0.862205513,0.862205513
5,1,2,3,1,0.893900156,0.893900156,0.893900156,0.893900156
5,1,3,0,1,0.895716695,0.895716695,0.895716695,0.895716695
5,1,3,1,1,0.819659525,0.819659525,0.819659525,0.819659525
5,1,3,2,1,0.885303112,0.885303112,0.885303112,0.885303112
5,1,3,3,1,0.83507271,0.83507271,0.83507271,0.83507271
5,1,4,0,1,0.897059278,0.897059278,0.897059278,0.897059278
5,1,4,1,1,0.834998377,0.834998377,0.834998377,0.834998377
5,1,4,2,1,0.81449548,0.81449548,0.81449548,0.81449548
5,1,4,3,1,0.853282559,0.853282559,0.853282559,0.853282559
5,1,5,0,1,0.815761308,0.815761308,0.815761308,0.815761308
5,1,5,1,1,0.892926362,0.892926362,0.892926362,0.892926362
5,1,5,2,1,0.85498602,0.85498602,0.85498602,0.85498602
5,1,5,3,1,0.881158046,0.881158046,0.881158046,0.881158046
5,1,6,0,1,0.896488854,0.896488854,0.896488854,0.896488854
5,1,6,1,1,0.824352497,0.824352497,0.824352497,0.824352497
5,1,6,2,1,0.857970459,0.857970459,0.857970459,0.857970459
5,1,6,3,1,0.837860938,0.837860938,0.837860938,0.837860938
5,1,7,0,1,0.895750684,0.895750684,0.895750684,0.895750684
5,1,7,1,1,0.881428483,0.881428483,0.881428483,0.881428483
5,1,7,2,1,0.886929221,0.886929221,0.886929221,0.886929221
5,1,7,3,1,0.864431813,0.864431813,0.864431813,0.864431813
5,2,0,0,1,0.893399325,0.893399325,0.893399325,0.893399325
5,2,0,1,1,0.875372909,0.875372909,0.875372909,0.875372909
5,2,0,2,1,0.804965443,0.804965443,0.804965443,0.804965443
5,2,0,3,1,0.819476429,0.819476429,0.819476429,0.819476429
5,2,1,0,1,0.884912931,0.884912931,0.884912931,0.884912931
5,2,1,1,1,0.875720023,0.875720023,0.875720023,0.875720023
5,2,1,2,1,0.841726707,0.841726707,0.841726707,0.841726707
5,2,1,3,1,0.884430879,0.884430879,0.884430879,0.884430879
5,2,2,0,1,0.803571168,0.803571168,0.803571168,0.803571168
5,2,2,1,1,0.828583902,0.828583902,0.828583902,0.828583902
5,2,2,2,1,0.823995253,0.823995253,0.823995253,0.823995253
5,2,2,3,1,0.823048816,0.823048816,0.823048816,0.823048816
5,2,3,0,1,0.86557407,0.86557407,0.86557407,0.86557407
5,2,3,1,1,0.891719366,0.891719366,0.891719366,0.891719366
5,2,3,2,1,0.818390779,0.818390779,0.818390779,0.818390779
5,2,3,3,1,0.847092335,0.847092335,0.847092335,0.847092335
5,2,4,0,1,0.895949243,0.895949243,0.895949243,0.895949243
5,2,4,1,1,0.854972361,0.854972361,0.854972361,0.854972361
5,2,4,2,1,0.812331893,0.812331893,0.812331893,0.812331893
5,2,4,3,1,0.830124633,0.830124633,0.830124633,0.830124633
5,2,5,0,1,0.879220733,0.879220733,0.879220733,0.879220733
5,2,5,1,1,0.858526409,0.858526409,0.858526409,0.858526409
5,2,5,2,1,0.823991615,0.823991615,0.823991615,0.823991615
5,2,5,3,1,0.820774229,0.820774229,0.820774229,0.820774229
5,2,6,0,1,0.891573553,0.891573553,0.891573553,0.891573553
5,2,6,1,1,0.883082863,0.883082863,0.883082863,0.883082863
5,2,6,2,1,0.807596669,0.807596669,0.807596669,0.807596669
5,2,6,3,1,0.85870447,0.85870447,0.85870447,0.85870447
5,2,7,0,1,0.842176128,0.842176128,0.842176128,0.842176128
5,2,7,1,1,0.835165951,0.835165951,0.835165951,0.835165951
5,2,7,2,1,0.840180803,0.840180803,0.840180803,0.840180803
5,2,7,3,1,0.862247509,0.862247509,0.862247509,0.862247509
5,3,0,0,1,0.803183285,0.803183285,0.803183285,0.803183285
5,3,0,1,1,0.812990621,0.812990621,0.812990621,0.812990621
5,3,0,2,1,0.811120276,0.811120276,0.811120276,0.811120276
5,3,0,3,1,0.818481632,0.818481632,0.818481632,0.818481632
5,3,1,0,1,0.870604609,0.870604609,0.870604609,0.870604609
5,3,1,1,1,0.893401068,0.893401068,0.893401068,0.893401068
5,3,1,2,1,0.836924678,0.836924678,0.836924678,0.836924678
5,3,1,3,1,0.843020739,0.843020739,0.843020739,0.843020739
5,3,2,0,1,0.817118669,0.817118669,0.817118669,0.817118669
5,3,2,1,1,0.877916723,0.877916723,0.877916723,0.877916723
5,3,2,2,1,0.890005385,0.890005385,0.890005385,0.890005385
5,3,2,3,1,0.892337964,0.892337964,0.892337964,0.892337964
5,3,3,0,1,0.865547789,0.865547789,0.865547789,0.865547789
5,3,3,1,1,0.853079755,0.853079755,0.853079755,0.853079755
5,3,3,2,1,0.833771941,0.833771941,0.833771941,0.833771941
5,3,3,3,1,0.831110229,0.831110229,0.831110229,0.831110229
5,3,4,0,1,0.839222702,0.839222702,0.839222702,0.839222702
5,3,4,1,1,0.805395012,0.805395012,0.805395012,0.805395012
5,3,4,2,1,0.848925264,0.848925264,0.848925264,0.848925264
5,3,4,3,1,0.843569868,0.843569868,0.843569868,0.843569868
5,3,5,0,1,0.874313247,0.874313247,0.874313247,0.874313247
5,3,5,1,1,0.807585429,0.807585429,0.807585429,0.807585429
5,3,5,2,1,0.849086409,0.849086409,0.849086409,0.849086409
5,3,5,3,1,0.82276643,0.82276643,0.82276643,0.82276643
5,3,6,0,1,0.875774013,0.875774013,0.875774013,0.875774013
5,3,6,1,1,0.856782164,0.856782164,0.856782164,0.856782164
5,3,6,2,1,0.894478719,0.894478719,0.894478719,0.894478719
5,3,6,3,1,0.817070805,0.817070805,0.817070805,0.817070805
5,3,7,0,1,0.867873515,0.867873515,0.867873515,0.867873515
5,3,7,1,1,0.838044585,0.838044585,0.838044585,0.838044585
5,3,7,2,1,0.890271611,0.890271611,0.890271611,0.890271611
5,3,7,3,1,0.822592178,0.822592178,0.822592178,0.822592178
5,4,0,0,1,0.803444608,0.803444608,0.803444608,0.803444608
5,4,0,1,1,0.852853314,0.852853314,0.852853314,0.852853314
5,4,0,2,1,0.895613454,0.895613454,0.895613454,0.895613454
5,4,0,3,1,0.826221175,0.826221175,0.826221175,0.826221175
5,4,1,0,1,0.895022205,0.895022205,0.895022205,0.895022205
5,4,1,1,1,0.831121504,0.831121504,0.831121504,0.831121504
5,4,1,2,1,0.894205059,0.894205059,0.894205059,0.894205059
5,4,1,3,1,0.859489607,0.859489607,0.859489607,0.859489607
5,4,2,0,1,0.831709948,0.831709948,0.831709948,0.831709948
5,4,2,1,1,0.879428454,0.879428454,0.879428454,0.879428454
5,4,2,2,1,0.813197329,0.813197329,0.813197329,0.813197329
5,4,2,3,1,0.840871985,0.840871985,0.840871985,0.840871985
5,4,3,0,1,0.869482862,0.869482862,0.869482862,0.869482862
5,4,3,1,1,0.816218231,0.816218231,0.816218231,0.816218231
5,4,3,2,1,0.809645453,0.809645453,0.809645453,0.809645453
5,4,3,3,1,0.82580647,0.82580647,0.82580647,0.82580647
5,4,4,0,1,0.882345783,0.882345783,0.882345783,0.882345783
5,4,4,1,1,0.833712264,0.833712264,0.833712264,0.833712264
5,4,4,2,1,0.840391215,0.840391215,0.840391215,0.840391215
5,4,4,3,1,0.811111922,0.811111922,0.811111922,0.811111922
5,4,5,0,1,0.809713178,0.809713178,0.809713178,0.809713178
5,4,5,1,1,0.801190207,0.801190207,0.801190207,0.801190207
5,4,5,2,1,0.824169129,0.824169129,0.824169129,0.824169129
5,4,5,3,1,0.843886997,0.843886997,0.843886997,0.843886997
5,4,6,0,1,0.804617139,0.804617139,0.804617139,0.804617139
5,4,6,1,1,0.846939064,0.846939064,0.846939064,0.846939064
5,4,6,2,1,0.838973884,0.838973884,0.838973884,0.838973884
5,4,6,3,1,0.897974838,0.897974838,0.897974838,0.897974838
5,4,7,0,1,0.827692298,0.827692298,0.827692298,0.827692298
5,4,7,1,1,0.856882366,0.856882366,0.856882366,0.856882366
5,4,7,2,1,0.878025207,0.878025207,0.878025207,0.878025207
5,4,7,3,1,0.890488097,0.890488097,0.890488097,0.890488097
5,5,0,0,1,0.864631301,0.864631301,0.864631301,0.864631301
5,5,0,1,1,0.808382138,0.808382138,0.808382138,0.808382138
5,5,0,2,1,0.816899003,0.816899003,0.816899003,0.816899003
5,5,0,3,1,0.850785828,0.850785828,0.850785828,0.850785828
5,5,1,0,1,0.84455862,0.84455862,0.84455862,0.84455862
5,5,1,1,1,0.84505416,0.84505416,0.84505416,0.84505416
5,5,1,2,1,0.80430238,0.80430238,0.80430238,0.80430238
5,5,1,3,1,0.842416676,0.842416676,0.842416676,0.842416676
5,5,2,0,1,0.84897644,0.84897644,0.84897644,0.84897644
5,5,2,1,1,0.874815159,0.874815159,0.874815159,0.874815159
5,5,2,2,1,0.801540344,0.801540344,0.801540344,0.801540344
5,5,2,3,1,0.83187783,0.83187783,0.83187783,0.83187783
5,5,3,0,1,0.81868726,0.81868726,0.81868726,0.81868726
5,5,3,1,1,0.86892145,0.86892145,0.86892145,0.86892145
5,5,3,2,1,0.882119404,0.882119404,0.882119404,0.882119404
5,5,3,3,1,0.829667587,0.829667587,0.829667587,0.829667587
5,5,4,0,1,0.87951999,0.87951999,0.87951999,0.87951999
5,5,4,1,1,0.86540791,0.86540791,0.86540791,0.86540791
5,5,4,2,1,0.835315857,0.835315857,0.835315857,0.835315857
5,5,4,3,1,0.811741765,0.811741765,0.811741765,0.811741765
5,5,5,0,1,0.876551679,0.876551679,0.876551679,0.876551679
5,5,5,1,1,0.826297128,0.826297128,0.826297128,0.826297128
5,5,5,2,1,0.823477991,0.823477991,0.823477991,0.823477991
5,5,5,3,1,0.822174673,0.822174673,0.822174673,0.822174673
5,5,6,0,1,0.838155846,0.838155846,0.838155846,0.838155846
5,5,6,1,1,0.860198194,0.860198194,0.860198194,0.860198194
5,5,6,2,1,0.6,0.8,0.8,0.9
5,5,6,3,1,0.6,0.8,0.8,0.9
5,5,7,0,1,0.843874436,0.843874436,0.843874436,0.843874436
5,5,7,1,1,0.816564873,0.816564873,0.816564873,0.816564873
5,5,7,2,1,0.6,0.8,0.8,0.9
5,5,7,3,1,0.6,0.8,0.8,0.9
5,6,0,0,1,0.849836405,0.849836405,0.849836405,0.849836405
5,6,0,1,1,0.844267827,0.844267827,0.844267827,0.844267827
5,6,0,2,1,0.818895502,0.818895502,0.818895502,0.818895502
5,6,0,3,1,0.857852506,0.857852506,0.857852506,0.857852506
5,6,1,0,1,0.811899768,0.811899768,0.811899768,0.811899768
5,6,1,1,1,0.807817553,0.807817553,0.807817553,0.807817553
5,6,1,2,1,0.874469281,0.874469281,0.874469281,0.874469281
5,6,1,3,1,0.848860897,0.848860897,0.848860897,0.848860897
5,6,2,0,1,0.816261174,0.816261174,0.816261174,0.816261174
5,6,2,1,1,0.899613472,0.899613472,0.899613472,0.899613472
5,6,2,2,1,0.829632081,0.829632081,0.829632081,0.829632081
5,6,2,3,1,0.873033086,0.873033086,0.873033086,0.873033086
5,6,3,0,1,0.8655098,0.8655098,0.8655098,0.8655098
5,6,3,1,1,0.853834244,0.853834244,0.853834244,0.853834244
5,6,3,2,1,0.854700889,0.854700889,0.854700889,0.854700889
5,6,3,3,1,0.892885414,0.892885414,0.892885414,0.892885414
5,6,4,0,1,0.867970268,0.867970268,0.867970268,0.867970268
5,6,4,1,1,0.882581698,0.882581698,0.882581698,0.882581698
5,6,4,2,1,0.845092371,0.845092371,0.845092371,0.845092371
5,6,4,3,1,0.802922028,0.802922028,0.802922028,0.802922028
5,6,5,0,1,0.827602508,0.827602508,0.827602508,0.827602508
5,6,5,1,1,0.815237802,0.815237802,0.815237802,0.815237802
5,6,5,2,1,0.6,0.8,0.8,0.9
5,6,5,3,1,0.6,0.8,0.8,0.9
5,6,6,0,1,0.875468668,0.875468668,0.875468668,0.875468668
5,6,6,1,1,0.6,0.8,0.8,0.9
5,6,6,2,1,0.4,0.4,0.4,0.4
5,6,6,3,1,0.4,0.4,0.4,0.4
5,6,7,0,1,0.870936483,0.870936483,0.870936483,0.870936483
5,6,7,1,1,0.6,0.8,0.8,0.9
5,6,7,2,1,0.4,0.4,0.4,0.4
5,6,7,3,1,0.4,0.4,0.4,0.4
5,7,0,0,1,0.869907672,0.869907672,0.869907672,0.869907672
5,7,0,1,1,0.839978265,0.839978265,0.839978265,0.839978265
5,7,0,2,1,0.877571268,0.877571268,0.877571268,0.877571268
5,7,0,3,1,0.862406009,0.862406009,0.862406009,0.862406009
